品牌,型号,价格,上市年份,上市月份,操作系统,操作系统版本,CPU品牌,CPU型号,CPU核数,GPU,机身内存,运行内存,最大存储扩展,屏幕尺寸,分辨率,后置摄像头,前置摄像头,链接,备注,店铺,评价
,MAX,1999.00,2015年,,安卓（Android）,其他,Qualcomm 骁龙,,八核,,其它,4GB RAM,,其它,2560×1440（2K）,2100万像素,400万像素,http://item.jd.com/1717458784.html,乐视（Letv）乐Max X900+ 4G双卡双待手机 金色 全网通X900+(64GB ROM)标配版,佳沪数码手机旗舰店,161
,X501,1099.00,2015年,,安卓（Android）,Android ,联发科（MTK),,八核,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10065577346.html,乐视(Letv) 乐视手机1S 移动联通4G手机 双卡双待 金色 16G ROM 标配,能良数码旗舰店,7331
乐视（Letv）,Max2,2299.00,2016年,,安卓（Android）,Android ,Qualcomm 骁龙,,,,32GB ROM,4GB RAM,,5.7英寸,2560×1440（2K）,2100万像素,800万像素,http://item.jd.com/10320273301.html,乐视Le乐Max2（X820)移动联通电信4G双卡双待 金色 全网通(4G RAM+32G ROM)标配,谷高数码手机专营店,8
乐视（Letv）,Max2,2299.00,2016年,,安卓（Android）,其他,其他,,四核,,32GB ROM,4GB RAM,,5.7英寸,2560×1440（2K）,2100万像素,800万像素,http://item.jd.com/10319517554.html,乐视（Le）乐Max2(X820)4G手机双卡双待 金色 全网通(4G RAM+32G ROM)标配,河北启迪手机专营店,35
乐视（Letv）,Max,1999.00,2015年,,安卓（Android）,Emotion UI,Qualcomm 骁龙,,八核,,其它,4GB RAM,,6.0英寸以上,2560×1440（2K）,2100万像素,400万像素,http://item.jd.com/10154851404.html,乐视（Le）乐Max X900+ 4G智能手机 双卡双待 金色 全网通4G(64G ROM),鹏路网络手机专营店,45
乐视（Letv）,1S,1099.00,2015年,,安卓（Android）,其他,联发科（MTK),,八核,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10041902532.html,乐视（Letv） 乐视1s 移动联通双4G手机 双卡双待 金色 移动联通4G(3G RAM+16G ROM)标配,河北启迪手机专营店,4280
乐视（Letv）,2Pro,1699.00,2016年,4月,安卓（Android）,Android ,联发科（MTK),,十核,,32GB ROM,4GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",2100万像素,800万像素,http://item.jd.com/10319042508.html,乐视（Le）乐2 Pro 移动联通电信4G智能手机 双卡双待 金色 全网通X20版(4G RAM+32G ROM),鹏路网络手机专营店,14
乐视（Letv）,Max2,2299.00,2016年,,安卓（Android）,Android ,Qualcomm 骁龙,,,,32GB ROM,4GB RAM,,5.7英寸,2560×1440（2K）,2100万像素,800万像素,http://item.jd.com/10320253855.html,乐视（Le）乐Max2（X820) 移动联通电信4G 双卡双待 金色 全网通(4G RAM+32G ROM)标配,爱优创杰手机专营店,5
乐视（Letv）,MAX,2299.00,2015年,,安卓（Android）,Android ,Qualcomm 骁龙,,,,其它,4GB RAM,,6.0英寸以上,2560×1440（2K）,2100万像素,400万像素,http://item.jd.com/10153500650.html,乐视（Letv）乐Max X900+ 4G双卡双待手机 金色 全网通4G(64GB ROM),爱优创杰手机专营店,15
,2Pro,1799.00,2016年,,,Android ,联发科（MTK),,十核,,32GB ROM,4GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",2100万像素,800万像素,http://item.jd.com/10314467903.html,乐视Letv乐2Pro移动联通电信4G手机 金色 全网通(4G RAM +32G ROM)标配版,谷高数码手机专营店,8
,1S,1099.00,2015年,,,Android ,联发科（MTK),,,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10210581124.html,乐视（Letv） 乐视1s 双卡双待 乐视手机 金色 太子妃版4G(3G RAM+16G ROM),新松联手机专营店,187
