品牌,型号,价格,上市年份,上市月份,操作系统,操作系统版本,CPU品牌,CPU型号,CPU核数,GPU,机身内存,运行内存,最大存储扩展,屏幕尺寸,分辨率,后置摄像头,前置摄像头,链接,备注,店铺,评价
小辣椒,JDT,599.00,2016年,,安卓（Android）,YunOS,展讯,,四核,,8GB ROM,1GB RAM,32GB,5.5英寸,"1280×720(HD,720P) ",800万像素,500万像素,http://item.jd.com/10333450162.html,小辣椒 红辣椒JD-T  移动4G手机 双卡双待 金色 1G+8G 标准版,优爱特手机专营店,0
,GMW,399.00,2016年,,,其他,其他,MT6735P,四核,,8GB ROM,1GB RAM,,5.0英寸,"1280×720(HD,720P) ",500万像素,200万像素,http://item.jd.com/10358374413.html,小辣椒 红辣椒(GM-W) 国民小匠 移动联通双4G 智能手机 黑色,天探手机专营店,0
小辣椒,NXPlus,999.00,2015年,,,Android ,联发科（MTK),,八核,,32GB ROM,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10350928079.html,小辣椒 红辣椒NX-Plus 移动联通4G 双卡双待手机 白色,优爱特手机专营店,0
小辣椒,VONE,979.00,2015年,,,Android ,联发科（MTK),,四核,,16GB ROM,2GB RAM,32GB,5.0英寸,"1280×720(HD,720P) ",1300万像素,800万像素,http://item.jd.com/10163604728.html,小辣椒 红辣椒醉视VONE 移动联通双4G手机 双卡双待 银色 标配版,牧申数码专营店,4
,Pro,499.00,2016年,3月,安卓（Android）,其他,其他,,,,8GB ROM,1GB RAM,32GB,5.0英寸,"1280×720(HD,720P) ",800万像素,200万像素,http://item.jd.com/10226354467.html,小辣椒 红辣椒XM-T Pro 移动4G手机 双卡双待 (8G ROM) 白色,中恒国信手机旗舰店,1
小辣椒,XL,999.00,2015年,,,Android ,联发科（MTK),,四核,,16GB ROM,2GB RAM,,5.5英寸,"1280×720(HD,720P) ",1300万像素,800万像素,http://item.jd.com/10257923614.html,小辣椒 红辣椒XL （2+16G） 4G手机 双卡双待 质感黑 移动4G标准版,牧申数码专营店,1
小辣椒,XL,999.00,2015年,,安卓（Android）,Android 4.4,联发科（MTK),,四核,,16GB ROM,2GB RAM,,5.5英寸,"1280×720(HD,720P) ",1300万像素,800万像素,http://item.jd.com/10286285641.html,小辣椒 红辣椒XL  移动4G手机 双卡双待 黑色 2G+16G版,优爱特手机专营店,0
小辣椒,Q1,599.00,2016年,,,其他,联发科（MTK),,,,8GB ROM,1GB RAM,,5.0英寸,"1280×720(HD,720P) ",800万像素,200万像素,http://item.jd.com/10348555233.html,小辣椒 红辣椒Q1 （GM-Q1）全网通4G 双卡双待 智能手机 白色,诺必信手机专营店,0
小辣椒,XMT,499.00,2015年,,,Android ,联发科（MTK),,,,8GB ROM,1GB RAM,32GB,5.0英寸,"1280×720(HD,720P) ",800万像素,200万像素,http://item.jd.com/10355007698.html,小辣椒 红辣椒XM-T Pro 移动4G智能手机 双卡双待 白色,久汇手机专营店,0
,S5,699.00,2015年,,,其他,其他,,四核,,16GB ROM,1GB RAM,,5.0英寸,"1280×720(HD,720P) ",800万像素,500万像素,http://item.jd.com/10365671464.html,小辣椒S5 移动4G双卡双待 智能手机 白色,天探手机专营店,0
