品牌,型号,价格,上市年份,上市月份,操作系统,操作系统版本,CPU品牌,CPU型号,CPU核数,GPU,机身内存,运行内存,最大存储扩展,屏幕尺寸,分辨率,后置摄像头,前置摄像头,链接,备注,店铺,评价
酷派（Coolpad）,8722v,449.00,2016年,,,Android ,联发科（MTK),,,,8GB ROM,1GB RAM,64GB,5.0英寸,"1280×720(HD,720P) ",800万像素,200万像素,http://item.jd.com/10285431005.html,酷派 炫影F1 8722V 移动4G智能手机 双卡双待 金色 标配版,河北启迪手机专营店,7
酷派（Coolpad）,5200s,218.00,2014年,,安卓（Android）,Android 4.3,Qualcomm 骁龙,,双核,,4GB ROM,512MB RAM,32GB,4.0英寸,480×800,200万像素,不支持,http://item.jd.com/1666404140.html,酷派 5200S 电信3G手机 双卡双模 黑色 标配版,佳沪数码手机旗舰店,266
酷派（Coolpad）,Y76,549.00,2015年,,安卓（Android）,Android 4.4,其他,MSM8916,四核,,8GB ROM,1GB RAM,32GB,5.5英寸,960×540(QHD),800万像素,200万像素,http://item.jd.com/1718240399.html,酷派(Coolpad) 锋尚 Y76 联通移动双4G 双卡双待手机 白色,佳沪数码手机旗舰店,166
酷派（Coolpad）,T2C01,828.00,2015年,5月,安卓（Android）,Android ,Qualcomm 骁龙,MSM8939,八核,,8GB ROM,2GB RAM,32GB,5.5英寸,"1280×720(HD,720P) ",1300万像素,500万像素,http://item.jd.com/10104207841.html,酷派(Coolpad) 锋尚 PRO T2-C01 电信4G手机 双卡双待 尊荣金 电信4G,新松联手机专营店,35
酷派（Coolpad）,Y76,565.00,2015年,,安卓（Android）,Android 4.4,Qualcomm 骁龙,MSM8916,四核,,8GB ROM,1GB RAM,32GB,5.5英寸,960×540(QHD),800万像素,200万像素,http://item.jd.com/10071546973.html,酷派(Coolpad) 锋尚 Y76 联通移动双4G 双卡双待智能手机 白色,卓瓦手机专营店,39
,7620L,499.00,2014年,,,Android ,其他,,,,4GB ROM,1GB RAM,,5.5英寸,其它,800万像素,200万像素,http://item.jd.com/1803023375.html,酷派 K1(7620L) 联通4G手机 白色,优爱特手机专营店,19
酷派（Coolpad）,8707,299.00,2015年,,,Android ,其他,,,,4GB ROM,,,4.5英寸,480×854,300万像素,30万像素,http://item.jd.com/1757889841.html,酷派 8707 移动4G手机 极地白,优爱特手机专营店,83
酷派（Coolpad）,Y75,529.00,2014年,,,Android 4.4,Qualcomm 骁龙,,,,8GB ROM,1GB RAM,32GB,5.5英寸,960×540(QHD),800万像素,200万像素,http://item.jd.com/1550294569.html,酷派 锋尚（Y75） 移动4G手机 双卡双待（8G ROM） 智尚白 8G,中恒国信手机旗舰店,560
酷派（Coolpad）,5200S,218.00,2014年,10月,安卓（Android）,Android ,Qualcomm 骁龙,,双核,,4GB ROM,512MB RAM,32GB,4.0英寸,480×800,30万像素,不支持,http://item.jd.com/1577822954.html,酷派 5200S 电信3G版 智能 手机（4G ROM） 炫动黑,中恒国信手机旗舰店,511
,Y75,529.00,2014年,,安卓（Android）,Android ,Qualcomm 骁龙,MSM8916,四核,,8GB ROM,1GB RAM,32GB,5.5英寸,640×960,800万像素,200万像素,http://item.jd.com/10239637015.html,酷派(Coolpad) 锋尚 Y75 移动4G版 双卡双待手机 智尚白,新松联手机专营店,11
